news_id,headline,body_text,source,label
619,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,Fake
620,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Reuters,Fake
621,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Fake
622,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,Fake
623,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,Fake
624,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
625,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,Real
626,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,Real
627,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
628,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
629,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,Fake
630,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Unknown News,Fake
631,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
632,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
633,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
634,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,Fake
635,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
636,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Daily Star,Real
637,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,Real
638,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
639,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
640,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,Real
641,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,Real
642,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
643,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,Real
644,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
645,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
646,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
647,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,Real
648,Dengue situation worsens in the country,The news went viral on social media after noon.,Reuters,Fake
649,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
650,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
651,Government announces major job reforms,The news went viral on social media after noon.,Reuters,Real
652,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
653,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Real
654,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
655,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
656,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Reuters,Fake
657,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
658,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
659,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
660,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
661,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,BBC,Real
662,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
663,Dengue situation worsens in the country,The news went viral on social media after noon.,Daily Star,Real
664,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
665,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Fake
666,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,Fake
667,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,Fake
668,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Daily Star,Fake
669,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,Unknown News,Real
670,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
671,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
672,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,Fake
673,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,Real
674,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,Real
675,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,Fake
676,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
677,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
678,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,Fake
679,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,BBC,Real
680,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,Fake
681,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
682,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
683,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,CNN,Real
684,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
685,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Reuters,Real
686,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,Real
687,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Daily Star,Real
688,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
689,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Reuters,Real
690,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
691,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
692,Bangladesh wins the World Cup,The news went viral on social media after noon.,Daily Star,Real
693,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,Real
694,Government announces major job reforms,Local administration has visited the spot for further inspection.,Daily Star,Fake
695,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
696,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,Fake
697,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,Real
698,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Reuters,Fake
699,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
700,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
701,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,Real
702,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,Real
703,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,Real
704,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
705,Government announces major job reforms,Experts believe this is a significant technological advancement.,BBC,Real
706,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Unknown News,Fake
707,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Reuters,Fake
708,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
709,Dengue situation worsens in the country,The news went viral on social media after noon.,CNN,Real
710,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
711,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,Fake
712,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
713,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
714,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
715,Global economy faces recession,The news went viral on social media after noon.,CNN,Fake
716,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Unknown News,Real
717,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
718,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
719,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
720,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
721,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,Fake
722,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Unknown News,Fake
723,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
724,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,BBC,Fake
725,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
726,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,BBC,Real
727,Global economy faces recession,Experts believe this is a significant technological advancement.,BBC,Fake
728,Global economy faces recession,Local administration has visited the spot for further inspection.,Unknown News,Real
729,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
730,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
731,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
732,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
733,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Daily Star,Real
734,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
735,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
736,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
737,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,BBC,Fake
738,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
739,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,Real
740,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,Fake
741,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
742,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
743,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Daily Star,Fake
744,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Unknown News,Fake
745,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,BBC,Fake
746,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,CNN,Real
747,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,Fake
748,Global economy faces recession,Experts believe this is a significant technological advancement.,Daily Star,Real
749,Government announces major job reforms,Local administration has visited the spot for further inspection.,Reuters,Real
750,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,Fake
751,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
752,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
753,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,Real
754,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,Fake
755,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
756,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,BBC,Real
757,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Reuters,Real
758,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,Fake
759,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
760,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
761,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Daily Star,Fake
762,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,CNN,Fake
763,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
764,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Fake
765,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,Real
766,Dengue situation worsens in the country,The news went viral on social media after noon.,Daily Star,Fake
767,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Reuters,Real
768,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
769,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
770,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
771,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
772,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,Reuters,Real
773,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
774,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
775,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
776,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,Real
777,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
778,Government announces major job reforms,The news went viral on social media after noon.,CNN,Real
779,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Reuters,Fake
780,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
781,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,Real
782,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,CNN,Real
783,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Fake
784,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
785,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,Fake
786,Global economy faces recession,Local administration has visited the spot for further inspection.,CNN,Fake
787,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
788,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Reuters,Real
789,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Daily Star,Real
790,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Unknown News,Real
791,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
792,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,BBC,Real
793,New metro rail launched in Dhaka,The news went viral on social media after noon.,CNN,Fake
794,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Daily Star,Real
795,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,Real
796,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
797,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,Fake
798,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Daily Star,Real
799,Global economy faces recession,Government sources state that an official announcement will be made soon.,BBC,Fake
800,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Fake
801,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,BBC,Real
802,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Unknown News,Real
803,Dengue situation worsens in the country,The news went viral on social media after noon.,CNN,Real
804,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Daily Star,Fake
805,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
806,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Daily Star,Real
807,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
808,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,BBC,Real
809,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,BBC,Real
810,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,BBC,Real
811,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,CNN,Real
812,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
813,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,Fake
814,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
815,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,Real
816,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
817,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
818,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,Fake
819,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Reuters,Fake
820,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Real
821,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Real
822,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
823,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
824,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,CNN,Fake
825,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
826,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,CNN,Real
827,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,Real
828,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,BBC,Fake
829,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,Real
830,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
831,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
832,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,CNN,Real
833,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
834,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,CNN,Fake
835,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
836,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,Real
837,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Unknown News,Real
838,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
839,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
840,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Reuters,Real
841,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Daily Star,Fake
842,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Reuters,Fake
843,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,Real
844,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,Real
845,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
846,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Reuters,Real
847,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
848,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
849,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Daily Star,Fake
850,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Unknown News,Real
851,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
852,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
853,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
854,Government announces major job reforms,Local administration has visited the spot for further inspection.,BBC,Fake
855,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Real
856,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Unknown News,Real
857,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Reuters,Fake
858,New curriculum introduced in schools,Local administration has visited the spot for further inspection.,Reuters,Real
859,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,CNN,Fake
860,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
861,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,Real
862,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
863,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,BBC,Real
864,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,Real
865,Government announces major job reforms,Local administration has visited the spot for further inspection.,BBC,Fake
866,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Reuters,Fake
867,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
868,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Unknown News,Real
869,New virus outbreak sparks fear,The news went viral on social media after noon.,CNN,Fake
870,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Daily Star,Real
871,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Fake
872,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Reuters,Fake
873,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,Real
874,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Fake
875,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Fake
876,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,Fake
877,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,CNN,Real
878,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
879,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,BBC,Fake
880,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,Real
881,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
882,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,BBC,Real
883,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
884,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,BBC,Real
885,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,Real
886,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Real
887,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,CNN,Fake
888,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,Real
889,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
890,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Reuters,Real
891,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,Daily Star,Real
892,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
893,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,Fake
894,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,Fake
895,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,BBC,Fake
896,Global economy faces recession,Experts believe this is a significant technological advancement.,CNN,Fake
897,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,BBC,Fake
898,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Real
899,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,Daily Star,Real
900,New metro rail launched in Dhaka,The news went viral on social media after noon.,Daily Star,Real
901,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,Real
902,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,Reuters,Real
903,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Real
904,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,Fake
905,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,Fake
906,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Unknown News,Fake
907,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,Real
908,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,Real
909,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
910,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,CNN,Real
911,Global economy faces recession,Local administration has visited the spot for further inspection.,BBC,Real
912,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Reuters,Real
913,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
914,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,Unknown News,Real
915,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Reuters,Real
916,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,Fake
917,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Fake
918,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Real
919,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
920,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,BBC,Real
921,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Reuters,Fake
922,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Reuters,Real
